ID;Reference;Designation;Mill;Coul;Cond;Cont
2688;010018;AC VOUVRAY METH TRAD BRUT. V. CHEVREAU (non bio);0;BLC;x 6;75 cl
2690;025038;IGP D'OC PINOT CLOSERIE DES LYS;2013;RGE;x 6;75 cl
2691;074026;AC VACQUEYRAS FRUITE ( CARTON );2008;RGE;x 1;150 cl
2692;074027;AC GIGONDAS CORSE ( CARTON );2004;RGE;x 1;150 cl
2693;074028;AC VACQUEYRAS ATELIER;2010;RGE;x 6;75 cl
2694;CDV110603;AC BERGERAC MOELLEUX 37.5CL;2011;BLC;x 12 CB;37.5 cl
2695;125003H;AC SAUTERNES CH CRABITAN;2010;BLC;x 12 CB;37.5 cl
2696;CDV048005;AC PUISSEGUIN ST EMILION C.GUIBEAU;2005;RGE;x 6;75 cl
2698;051105;AC ST EMILION GD CRU CLOS TRIMOULET;2009;RGE;x 6;150 cl
2699;051106;AC MONTAGNE ST EMILION CH CHEVALIER ST GEORGES;2009;RGE;x 6;75 cl
2701;CDV084010;L'ESPRIT DU VENT à perpète AC CORBIERES;0;RGE;x 6;75 cl
2702;040007;AC COTES DE BOURG G DE LA GRAVE;2014;RGE;x 1;B05L
2703;040008;AC COTES DE BOURG G DE LA GRAVE;2014;RGE;x 1;B10L
2708;CDH-001006;AC CHAMPAGNE BLANC DE BLANC VINTAGE;2005;BLC;x 6;75 cl
2709;096006/09;AC GRAVES CH DE L'HOSPITAL;2009;RGE;x 6;75 cl
2712;CDH-805007;AC MARSANNAY DME HUGUENOT;2012;RGE;x 6;75 cl
2713;CDH-805005;AC MARSANNAY DME HUGUENOT;2013;BLC;x 6;75 cl
2714;CDV163002;AC CROZES HERMITAGE;2011;RGE;x 6;75 cl
2715;CDV163005;AC CROZES HERMITAGE Les Pontaix;2011;RGE;x 6;150 cl
2716;CDH073106;AC SAINT JULIEN CH LAGRANGE;2009;RGE;x 12 CB;75 cl
2717;CDV040020;COFFRET 3 BOUTEILLES CH DE LA GRAVE;0;RGE;x 1;75 cl
2718;CDH-805001;AC GEVREY CHAMBERTIN DME HUGUENOT;0;RGE;x 3;150 cl
2719;CDH-990418;ETUI 1 MAGNUM KRAFT NATUREL;0;;x 1;150 cl
2720;CDV124010;AC MONTAGNE ST EMILION CH BECHEREAU;2001;RGE;x 4;150 cl
2721;CDH-561005;AC SAINT JULIEN CHATEAU LAGRANGE;2009;RGE;x 12 CB;75 cl
2722;CDV151001;AC COTEAUX VAROIS;2009;RGE;x 6;75 cl
2723;CDV095016;AC CHABLIS;2011;BLC;x 24;37.5 cl
2725;CDV163006;AC HERMITAGE ROUGE Les Dionnières;2012;RGE;x 6;75 cl
2726;603001H;AC ST CHINIAN LE COTEAU DES GRIOTTES;0;RGE;x 1;B10L
2727;603002H;AC ST CHINIAN LE COTEAU DES GRIOTTES;2012;RGE;x 1;B05L
2729;118302;ARMAGNAC NAPOLEON ARIANE en étui;0;;x 1;70 cl
2731;CDH-001015;AC CHAMPAGNE BLANC DE BLANC;0;BLC;x 6;75 cl
2732;CDH-001016;AC CHAMPAGNE BLANC DE NOIR;0;BLC;x 6;75 cl
2733;CDH-052101;AC ST JULIEN SARGET DE GRUAUD LAROSE;2009;RGE;x 6;75 cl
2736;182001H;AC ST ESTEPHE CH SEGUR DE CABANAC;2012;RGE;x 6;75 cl
2738;CDH-073012;AC POMEROL BEAU SOLEIL;2011;RGE;x 1;150 cl
2739;603003H;AOP SAINT CHINIAN COTEAU DES GRIOTTES;2014;RGE;x 6;75 cl
2741;CDH-800002;AC AUXEY DURESSES ROUGE;2009;RGE;x 6;75 cl
2742;CDH-165001;AC ANJOU ROUGE DOMAINE DU PETIT CLOCHER;2011;RGE;x 6;75 cl
2743;603004H;AOP SAINT CHINIAN CHATEAU DES ALBIERES;2009;RGE;x 6;75 cl
2744;CDH-995008;CAISSE BOIS 1 BOUTEILLE;0;;x 1;75 cl
2745;002026;IGP GARD GRES D'OR;2014;RGE;x 6;150 cl
2746;CDH-801003;AOP HAUTES COTES DE BEAUNE;2013;RGE;x 6;75 cl
2748;CDH-801001;AC HAUTES COTES DE BEAUNE;2013;BLC;x 6;75 cl
2749;119004;AOP MINERVOIS;0;RGE;x 1;B05L
2752;CDV134002;AC COTES DU RHONE DOMAINE GALEVAN;0;RGE;x 1;B05L
2753;CDV002026;AOP COSTIERES DE NIMES LES COMBRES MEZIERES;0;RGE;x 6;150 cl
2754;CDH-185001;AC POMEROL CRU BOURGEOIS CLOS PLINCE;0;RGE;x 6;75 cl
2755;074001/01;AC GIGONDAS SIGNATURE;2001;RGE;x 6;75 cl
2756;074029;VDN MUSCAT BEAUME DE VENISE;2014;BLC;x 6;75 cl
2759;184001H;AC CABERNET D'ANJOU  DME GAGNEBERT;2012;RSE;x 1;B10L
2760;184002H;AC CABERNET D'ANJOU  DME GAGNEBERT;2012;RSE;x 1;B05L
2761;185001H;AC CABERNET D'ANJOU  DME DE LA MOTTE;2015;RSE;x 6;75 cl
2762;185002H;AC ANJOU  DME DE LA MOTTE;2012;RGE;x 6;75 cl
2763;185003H;AC ROSE DE LOIRE  DME DE LA MOTTE;2014;RSE;x 6;75 cl
2764;185004H;AC COTEAUX DU LAYON DME DE LA MOTTE;2014;BLC;x 6;75 cl
2765;178004H;IGP PINOT NOIR DME CASTELNAU;2015;RGE;x 6;75 cl
2766;CDV026033;AC COTEAUX DU LYONNAIS CENPOTE;0;RGE;x 6;75 cl
2767;178006H;IGP PAYS D'OC CHARDONNAY ( CAPSULE A VIS );2012;BLC;x 6;75 cl
2769;CDH-154002;AC MERCUREY 1er CRU;2013;RGE;x 6;75 cl
2770;151001H;AC COTEAUX VAROIS EN PROVENCE;2009;RGE;x 6;75 cl
2771;151002H;AC COTEAUX VAROIS EN PROVENCE;2014;RSE;x 6;75 cl
2772;151003H;AC COTEAUX VAROIS EN PROVENCE;2013;BLC;x 6;75 cl
2773;CDV163010;AC CROZES HERMITAGE Clos les Cornirets;2010;RGE;x 6;75 cl
2774;CDV163009;AC CROZES HERMITAGE Les Pontaix;2011;RGE;x 6;37.5 cl
2775;CDV163008;AC CROZES HERMITAGE Les Pontaix;2011;RGE;x 6;75 cl
2776;CDV163007;AC CROZES HERMITAGE Les Pontaix;2011;BLC;x 12 CB;37.5 cl
2782;002027;IGP D'OC  GRIS DES LAUNES  GALLICIAN;2015;RSE;x 6;75 cl
2783;007011;AC ALSACE PINOT NOIR;2011;RGE;x 12;37.5 cl
2784;187001H;VDP DES CEVENNES;0;RGE;x 1;B05L
2785;CDV002008;VDT. C GALLICIAN;0;RGE;x 1;B20L
2786;CDV040006;AC COTES DE BOURG;2010;RGE;x 6;75 cl
2787;CDV116001;AC CHINON;2011;RGE;x 6;75 cl
2788;029002;IGP OC  VIOGNIER DME DE BELLE-MARE;2012;BLC;x 6;75 cl
2790;142004H;IGP PINOT NOIR CLOS DES CHAUMES;2015;RGE;x 6;75 cl
2791;142005H;AC FIEFS VENDEENS CUVEE JADIS CLOS DES CHAUMES;2012;RGE;x 6;75 cl
2792;CDV002009;VDT. C GALLICIAN;0;RSE;x 1;B20L
2794;CDV173009;AC ALSACE GRASBERG;2011;BLC;x 6;75 cl
2795;CDV173010;AC ALSACE MANDELBERG;2010;BLC;x 6;75 cl
2796;CDV173011;AC ALSACE GOLDESH;2012;BLC;x 6;75 cl
2799;CDV007011;AC ALSACE PINOT NOIR;2011;RGE;x 12;37.5 cl
2800;139002H;AC FITOU MAYNADIER CUVEE ANCETRE;2013;RGE;x 6;75 cl
2802;188001H;AC TAVEL ROSE DOMAINE CORNELOUP;2014;RSE;x 6;75 cl
2803;CDH-800001;AC AUXEY DURESSES;2011;BLC;x 6;75 cl
2804;002028;VDT GALLICIAN;2012;BLC;x 1;B20L
2806;CDV050001;AC FAUGERES LE 1ER;2011;RGE;x 6;75 cl
2811;CDH-188001;AC TAVEL DOMAINE CORNE LOUP;2014;RSE;x 6;75 cl
2813;CDH-185003;AC ROSE DE LOIRE;2012;RSE;x 6;75 cl
2814;095008;AC PETIT CHABLIS;2014;BLC;x 12;37.5 cl
2816;CDV050004;AC FAUGERES HAUT LIGNIERES;2012;RSE;x 12;37.5 cl
2820;CDH-145001;AOP MEDOC LES GRANDS CEDRES;2008;RGE;x 6;75 cl
2822;178007H;IGP CINSAULT ROSE OSE LE ROSE;2013;RSE;x 6;150 cl
2823;CDH-995007;CAISSES BOIS 3 BOUTEILLES;0;;x 1;75 cl
2824;CDV157001;AC MUSCADET DOMAINE DE LA FOLIETTE;2012;BLC;x 6;75 cl
2825;CDH-801004;AC HAUTES COTES DE BEAUNE VIEILLES VIGNES;2013;RGE;x 6;75 cl
2826;CDH-181501;AC SAINT JULIEN CHATEAU DU GLANA;2008;RGE;x 6;75 cl
2828;CDH-142002;AC FIEFS VENDEENS MAREUIL ROSE;2012;RSE;x 6;75 cl
2829;CDH-142001;AC FIEFS VENDEENS MAREUIL ROUGE;2012;RGE;x 6;75 cl
2831;CDH-181502;AC SAINT JULIEN CHATEAU DU GLANA 2010;2010;RGE;x 6;75 cl
2832;CDV084033;AOP CORBIERES NI DIEU NI MAITRE;2012;RGE;x 6;75 cl
2833;CDV084034;AOP CORBIERES NI DIEU NI MAITRE;2012;RGE;x 6;150 cl
2834;CDV084035;AOP CORBIERES MILLESIME DU SIECLE;2012;RGE;x 6;75 cl
2835;CDV084036;AOP CORBIERES MILLESIME DU SIECLE;2012;RGE;x 6;150 cl
2836;CDH185003;AC ROSE DE LOIRE  DME DE LA MOTTE;2012;RSE;x 6;75 cl
2837;CDV002028;VDT GALLICIAN;2012;BLC;x 1;B20L
2838;CDV110501;AC BERGERAC;0;RGE;x 1;B05L
2839;CDV026011;AOP COTES DU FOREZ;2011;RGE;x 6;75 cl
2840;CDH-127001;AOP SAINT JOSEPH DOMAINE MARTHOURET;2010;RGE;x 6;75 cl
2841;CDV119005;IGP D'OC TERSANDE;2011;RGE;x 6;75 cl
2842;CDH-167001;IGP D'OC BIOCRESSAN;0;RGE;x 1;B05L
2845;084035;AOP CORBIERES MILLESIME DU SIECLE;2012;RGE;x 6;75 cl
2847;002103;IGP GARD GRES D'OR;0;RGE;x 6;LITRE
2850;990005H;POCHE 5L METALLISEE ROBINET VITOP 500 unités/cart;0;;400;Poche 5L
2851;990010H;POCHE 10L METALISSEE ROB VITOP (300 unites/carton);0;;300;Poche 10L
2852;CDH-805010;AOP MARSANNAY ROSE HUGUENOT;2012;RSE;x 6;75 cl
2853;127008H;IGP MARSANNE DOMAINE MARTHOURET;2015;BLC;x 6;75 cl
2857;CDH-991001;FUT BOIS;0;;x 1;B10L
2858;CDH-805002;AC FIXIN DOMAINE HUGUENOT;2013;RGE;x 6;75 cl
2859;CDH-800003;AC SAINT ROMAIN DOMAINE BUISSON;0;BLC;x 6;75 cl
2861;CDV163001;AC CROZES HERMITAGE SENS BLANC 2012;2012;BLC;x 6;75 cl
2862;CDH-096006;AC GRAVES CHATEAU DE L'HOSPITAL;2010;RGE;x 6;75 cl
2863;CDH-995009;CAISSE BOIS 6 BOUTEILLES 1x 6;0;;x 1;75 cl
2866;CDH193001;AC CHEVERNY ROUGE;2011;RGE;x 6;75 cl
2867;CDH-193001;AC CHEVERNY DOMAINE DE MONTCY;2011;RGE;x 6;75 cl
2868;CDH-193002;AC CHEVERNY DOMAINE DE MONTCY;2012;BLC;x 6;75 cl
2869;CDH-062003;AC CARBON D'ARTIGUES ROUGE;2008;RGE;x 6;75 cl
2870;182002H;AC ST JULIEN CRU BOURGEOIS CHATEAU MOULIN DE LA RO;2013;RGE;x 6;75 cl
2871;194001H;AC LISTRAC-MEDOC CLOS DES DEMOISELLES;2010;RGE;x 6;75 cl
2872;CDH-194001;AC LISTRAC MEDOC CLOS DES DEMOISELLES;2009;RGE;x 6;75 cl
2876;CDH-191001;AOP VIN DE SAVOIE APREMONT;2013;BLC;x 6;75 cl
2877;CDH-191002;AOP VINS DE SAVOIE SOUS LES CEDRES CHIGNIN BERGERO;2013;BLC;x 6;75 cl
2878;CDH-191003;AOP VINS DE SAVOIE GAMAY;2012;RGE;x 6;75 cl
2879;CDH-191004;AOP VINS DE SAVOIE MONDEUSE;2013;RGE;x 6;75 cl
2880;CDH-195001;AOP CAHORS CHATEAU LAMARTINE;2011;RGE;x 6;75 cl
2881;CDH-195002;AOP GAILLAC DME DES TERRISSES;2011;RGE;x 6;75 cl
2882;CDH-195003;AOP JURANCON SEC CLOS LAPEYRE BIO;2012;BLC;x 6;75 cl
2883;CDH-195004;AOP JURANCON MOELLEUX CLOS LAPEYRE BIO;2012;BLC;x 6;75 cl
2884;CDH-195005;AOP MADIRAN DOMAINE BERTHOUMIEU;2010;RGE;x 6;75 cl
2885;CDH-195006;AOP PACHERENC DOUX CHARLES DE BATZ;2012;BLC;x 6;75 cl
2887;041013;AC SAINT ESTEPHE HAUTS DE PEZ;2011;RGE;x 6;75 cl
2888;CDH-191005;AC VIN DE SAVOIE ABYMES;2013;BLC;x 6;75 cl
2889;075013;AC MEDOC CRU BOURGEOIS CHATEAU DES CABANS;2013;RGE;x 6;75 cl
2890;CDH-194002;AC MOULIS EN MEDOC CHATEAU CHEMIN ROYAL;2009;RGE;x 6;75 cl
2891;198001H;MARQUISE DES LYS BLANC DE BLANC;0;BLC;x 6;75 cl
2892;096010H;AC GRAVES CHATEAU DE L'HOSPITAL;2011;RGE;x 6;75 cl
2893;CDH-181011;AC PAUILLAC CHATEAU BELLEGRAVE;2011;RGE;x 6;75 cl
2894;CDH-181012;AC PAUILLAC CHATEAU BELLEGRAVE;2011;RGE;x 6;150 cl
2895;CDH-181506;AC SAINT JULIEN CHATEAU DU GLANA;2011;RGE;x 6;75 cl
2896;CDH-181507;AC SAINT JULIEN CHATEAU DU GLANA;2011;RGE;x 6;150 cl
2897;197001H;AOP RASTEAU DOMAINE DE LA COLLIERE;2014;RGE;x 6;75 cl
2899;CDH-164005;AC ST EMILION GRAND CHATEAU JUCALIS;2005;RGE;x 6;75 cl
2900;CDH-561001;AC HAUTS MEDOC DEMOISELLE DE SOCIANDO MALLET;2009;RGE;x 6;75 cl
2901;CDH-192001;VIN DE FRANCE LES FILLES DE LA GUINGUETTE MARQUISE;2013;RGE;x 6;75 cl
2902;CDH-192002;AC SAINT CHINIAN METISS MARQUISE DES MURES;2010;RGE;x 6;75 cl
2903;CDH-192003;AC SAINT CHINIAN LES SAGNES MARQUISE DES MURES;2008;RGE;x 6;75 cl
2904;CDV039034;AC RIVESALTES AMBRE;0;RGE;x 1;B05L
2909;025039;BIB 10L IGP OC;0;RGE;x 1;B10L
2910;025040;IGP HAUTE VALLEE DE L'AUDE;0;BLC;x 1;B10L
2912;CDH-196002;VINO DE BARRIOBERO NUESTRAS;2012;RGE;x 6;75 cl
2913;801001H;AC HAUTES COTES DE BEAUNE BLANC;2014;BLC;x 6;75 cl
2915;107004H;AC MARGAUX DEYREM VALENTIN;2010;RGE;x 6;75 cl
2917;CDH-805003;AC GEVREY CHAMBERTIN LES CRAIS;2012;RGE;x 6;75 cl
2918;CDH-561002;AC HAUT MEDOC SOCIANDO MALLET;2009;RGE;x 6;75 cl
2919;CDH-073109;AC ST ESTEPHE DAME DE MONTROSE;2009;RGE;x 12 CB;75 cl
2920;191001H;AC VIN DE SAVOIE APPREMONT;2014;BLC;x 6;75 cl
2921;191004H;AC VIN DE SAVOIE MONDEUSE;2016;RGE;x 6;75 cl
2922;801003H;AC HAUTES COTES DE BEAUNE ROUGE;2014;RGE;x 6;75 cl
2924;CDV114001;AC TOURAINE D.LA CHAISE;2013;BLC;x 6;75 cl
2925;CDH-199001;AC COTEAUX DU LANGUEDOC LA CHAPELLE;2010;RGE;x 6;75 cl
2926;CDH-199002;AC COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;2010;RGE;x 6;75 cl
2927;127011H;AC CONDRIEU MARTHOURET;2014;BLC;x 6;75 cl
2933;194002H;AC MOULIS EN MEDOC CH CHEMIN ROYAL;2011;RGE;x 6;75 cl
2935;CDH-073010;CHATEAU TALBOT ST JULIEN 4 CRU CLASSE;2009;RGE;x 12 CB;75 cl
2936;CDH-052102;AC ST JULIEN CH GRUAUD LAROSE;2009;RGE;x 12 CB;75 cl
2937;CDH-073101;AC MARGAUX RAUZAN SEGLA;2009;RGE;x 6;75 cl
2938;CDH-995003;CAISSE BOIS 2 BOUTEILLES;0;;x 1;75 cl
2939;CDV153003;AC CHABLIS DOMAINE GARNIER;2013;BLC;x 6;75 cl
2940;201001;IGP VAUCLUSE D'ORANGE CAVE LES COTEAUX DU RHONE;2013;RGE;x 1;B05L
2941;201002;IGP VAUCLUSE D'ORANGE CAVE LES COTEAUX DU RHONE;0;RGE;x 1;B10L
2942;201003;IGP MEDITERRANEE LES COTEAUX DU RHONE;0;RSE;x 1;B05L
2943;201004;IGP MEDITERRANEE LES COTEAUX DU RHONE;0;RSE;x 1;B10L
2945;201006;AOP COTES DU RHONE MAGIE D'UNE TERRE;2015;RGE;x 6;75 cl
2946;201007;AOP VACQUEYRASDOMAINE GRANDY;2014;RGE;x 6;75 cl
2947;201008;AOP COTES DU RHONE PATRICE NICOLAS;2015;RGE;x 6;75 cl
2949;202001;IGP VAUCLUSE LEA;2014;RGE;x 6;75 cl
2950;202002;IGP VAUCLUSE LEA;2015;RSE;x 6;75 cl
2951;202003;IGP VAUCLUSE LEA;2015;BLC;x 6;75 cl
2952;202004;AOP LUBERON FIEF;2014;RGE;x 6;75 cl
2953;202005;AOP LUBERON FIEF;2014;RSE;x 6;75 cl
2954;202006;AOP LUBERON FIEF;2014;BLC;x 6;75 cl
2955;201010;AOP COTES DU RHONE;0;RGE;x 1;B10L
2956;201011;AOP COTES DU RHONE;0;RGE;x 1;B05L
2957;201012;AOP CDR VILLAGES PLAN DE DIEU PANICAUT;2013;RGE;x 6;75 cl
2958;201013;AOP CDR VILLAGES CAIRANNE LA BOSQUETTE;2013;RGE;x 6;75 cl
2959;201014;AOP COTES DU RHONE VILLAGES JASOUN;2014;RGE;x 6;75 cl
2960;201015;AOP CDR VILLAGES MASSIF D'UCHAUX ARBOUSE;2013;RGE;x 6;75 cl
2962;CDH-565001;AC ST JULIEN CONNETABLE DE TALBOT;2010;RGE;x 6;75 cl
2963;CDV035001;AC SAINT NICOLAS DE BOURGUEIL;2012;RGE;x 6;75 cl
2964;CDV201009;AOP COTES DU RHONE PATRICE NICOLAS;2013;RSE;x 6;75 cl
2966;201022;IGP PRINCIPAUTE D'ORANGE;0;RSE;x 1;B03L
2967;201023;AC COTES DU RHONE;0;RGE;x 1;B03L
2968;201020;AC VACQUEYRAS (carton de 6 bib);0;RGE;x 6 CB;B03L
2969;CDH-125003;AC SAUTERNES GD CARRETEY;0;BLC;x 12 CB;37.5 cl
2970;002200;ROSE PAMPLEMOUSSE;0;RSE;x 1;B03L
2971;164010;AOP SAINT EMILION JUPILLE CARILLON;0;RGE;x 1;B05L
2974;164005/10;AC ST EMILION G. CRU CH JUCALIS;2010;RGE;x 6;75 cl
2976;059101;ICE PAMPLOON ROSE PAMPLEMOUSSE;0;RSE;x 6;75 cl
2977;059104;ICE PAMPLOON BUBBLES;0;RSE;x 6;75 cl
2978;059102;ICE NECTARINES BLANC;0;BLC;x 6;75 cl
2979;059103;ICE GRIOTTES ROUGE;0;RGE;x 6;75 cl
2980;CDV002017;IGP GARD GALLICIAN;0;RSE;x 1;B10L
2981;204001H;AC VENTOUX;0;RGE;x 1;B10L
2986;204002H;AC VENTOUX;0;RGE;x 1;B05L
2987;204003H;AC VENTOUX;0;RSE;x 1;B10L
2988;204004H;AC VENTOUX;0;RSE;x 1;B05L
2989;CDH-180002;AC MEDOC CHATEAU DE LA BRANNE;2010;RGE;x 6;75 cl
2991;205001;IGP COTES DE GASCOGNE SEC COLOMBARD G-MANSENG MISE;2015;BLC;x 6;75 cl
2992;205002;IGP COTES DE GASCOGNE;2015;RSE;x 6;75 cl
2993;205003;IGP COTES DE GASCOGNE PETIT MANSENG;2014;BLC;x 6;75 cl
2994;205004;IGP COTES DE GASCOGNE MERLOT-TANNAT;2014;RGE;x 6;75 cl
2995;675001;EMBALLAGE BLANC BIB  5L;0;;x 1;B05L
2998;206001H;IGP D'OC CHARDONNAY BACHELLERY;2013;BLC;x 6;75 cl
2999;206002H;IGP D'OC GRENACHE BACHELLERY;2012;RGE;x 6;75 cl
3000;206003H;IGP D'OC PINOT BACHELLERY;2015;RGE;x 6;75 cl
3001;206004H;IGP D'OC BLANC DOMAINE DE MUS;2014;BLC;x 6;75 cl
3002;206005H;IGP D'OC ROSE DOMAINE DE MUS;2014;RSE;x 6;75 cl
3003;206006H;IGP D'OC ROUGE DOMAINE DE MUS;2015;RGE;x 6;75 cl
3006;CDH-206005;IGP D'OC DOMAINE DE MUS;2014;RSE;x 12 CB;75 cl
3007;CDH-206006;IGP D'OC DOMAINE DE MUS;2012;RGE;x 6;75 cl
3008;CDH-199003;AOP COTEAUX DU LANGEUDOC CROIX DE BEBIAN;2011;RGE;x 6;75 cl
3009;CDH-199004;AOP COTEAUX DU LANGUEDOC CROIX DE BEBIAN;2013;BLC;x 6;75 cl
3010;CDH-199005;AOP COTEAUX DU LANGEUDOC PRIEURE;2012;BLC;x 6;75 cl
3011;046020;AC COTEAUX DU LANGUEDOC ENFANT TERRIBLE;2013;RGE;x 6;75 cl
3012;046025;IGP MONTBAUDILE;2014;BLC;x 6;75 cl
3016;204005H;AOP VENTOUX ANTHERA;2015;RGE;x 6;75 cl
3017;204006H;AOP VENTOUX PENSEE SAUVAGE;2015;RSE;x 6;75 cl
3018;204007H;AOP VENTOUX LA GRANGE DELAY;2013;RGE;x 6;75 cl
3019;099020;IGP PAYS D'OC SIMPLEMENT ORMARINE;2013;RSE;x 6;75 cl
3020;099021;IGP PAYS D'OC SIMPLEMENT ORMARINE;2015;BLC;x 6;75 cl
3021;209001H;AOP VOUVRAY DOMAINE DU PETIT COTEAU;2013;BLC;x 6;75 cl
3025;199001;AC COTEAUX DU LANGUEDOC CHAPELLE;2012;RGE;x 6;75 cl
3026;CDV-199002;AC COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;2010;RGE;x 6;75 cl
3027;199003;AC COTEAUX DU LANGUEDOC LA CROIX DE BEBIAN;2015;RGE;x 6;75 cl
3028;199004;IGP PAYS D'OC LA CROIX DE BEBIAN;2014;BLC;x 6;75 cl
3029;CDV-199005;AC COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;2012;BLC;x 6;75 cl
3031;207001H;AOP CLAIRETTE DE DIE;0;BLC;x 6;75 cl
3032;CDH-187002;IGP CEVENNES ROSE;2013;RSE;x 1;B05L
3033;CDH-187003;IGP CEVENNES BLANC;0;BLC;x 1;B05L
3034;CDH-187004;IGP DES CEVENNES;0;RGE;x 6;75 cl
3035;CDH-187005;IGP DES CEVENNES;2013;RSE;x 6;75 cl
3036;CDH-187006;IGP DES CEVENNES;2013;BLC;x 6;75 cl
3037;CDV099020;IGP D'OC SIMPLEMENT ORMARINE;2013;RSE;x 6;75 cl
3038;CDV099021;IGP D'OC SIMPLEMENT ORMARINE;2015;BLC;x 6;75 cl
3043;CDV199005;AC COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;2013;BLC;x 6;75 cl
3045;CDV114010;AC TOURAINE SAUVIGNON;0;BLC;x 1;B10L
3046;210001H;AOP MINERVOIS Tradition DME PUJOL-IZARD;2014;RGE;x 6;75 cl
3047;210002H;AOP MINERVOIS DME PUJOL-IZARD;0;RGE;x 1;B05L
3048;210003H;AOP MINERVOIS DME PUJOL-IZARD;0;RGE;x 1;B10L
3050;CDV019003;AC BDX SUP. CH LES HAUTS DE PEREY;2012;RGE;x 6;75 cl
3051;CDV062021;AOP GRAVES CH CARBON D'ARTIGUES;2013;BLC;x 6;75 cl
3052;CDH-187007;IGP CEVENNES RGE;0;RGE;x 4;B03L
3053;CDH-187008;IGP CEVENNES RSE;0;RSE;x 4;B03L
3054;CDH-187009;IGP CEVENNES BLC;0;BLC;x 4;B03L
3055;160002H;IGP GARD CHAMPETRE;2014;RGE;x 12;75 cl
3056;CDV075001;AC MEDOC CH LE BREUIL RENAISSANCE;2008;RGE;x 12;75 cl
3057;188002H;AC LIRAC DME CORNE LOUP;2012;RGE;x 6;75 cl
3058;CDV002018;IGP GARD GALLICIAN;0;RSE;x 1;B05L
3059;211001H;AC COTEAUX DE L'AUBANCE DME DES ROCHETTES;2014;BLC;x 6;75 cl
3060;203002H;AOP COTES DE BOURG CHATEAU HAUT GUIRAUD;2012;RGE;x 6;75 cl
3063;CDV164003;AC SAINT EMILION JUPILLE CARILLON;2009;RGE;x 12;37.5 cl
3064;CDV201025;IGP ORANGE ROSE;0;RSE;x 1 CB;B03L
3065;162004;AOP CABARDES CUVEE GUILLAUME;2013;RGE;x 6;75 cl
3066;192001H;VIN DE FRANCE LES FILLES DE LA GUINGUETTE;2013;RGE;x 6;75 cl
3067;CDV202002;IGP VAUCLUSE;2013;RSE;x 6;75 cl
3068;CDV202003;IGP VAUCLUSE;2013;BLC;x 6;75 cl
3069;084037;AOP CORBIERE LE JARDIN DU PARADIS;0;RGE;x 6;75 cl
3070;084038;AOP CORBIERE LE JARDIN DU PARADIS;0;RGE;x 6;150 cl
3072;084040;AOP CORBIERE SOLEIL LIQUIDE;0;RGE;x 6;150 cl
3073;CDV035008;AC BOURGUEIL DOMAINE OLIVIER;0;RGE;x 1;B05L
3074;CDV094002;AC MOULIS EN MEDOC GD POUJEAUX;0;RGE;x 12;37.5 cl
3076;040021;AC COTES DE BOURG SALMANAZAR ( 9 L ) CAISSE BOIS;2011;RGE;x 1;62 cl
3077;192002H;AC SAINT CHINIAN METISS MARQUISE DES MURES;2010;RGE;x 6;75 cl
3078;CDH-012001;IGP DES CEVENNES PIERRES CHAUDES;2013;RGE;x 6;75 cl
3079;196002H;RIBERA DEL DUERO SAN QUIRCE;2012;RGE;x 6;75 cl
3080;059027;IGP MEDITERRANEE TERES;0;RSE;x 1;B10L
3081;084004;VDT BUVETTE CASTELMAURE (x6);0;RGE;x 6;75 cl
3082;CDH-165012;AC CABERNET D'ANJOU;0;RSE;x 1;B10L
3083;CDV040021;AC COTES DE BOURG SALMANAZAR 9L;2011;RGE;x 1;LITRE
3085;211002;IGP CEVENNES SYRAH JARDIN DES IRIS;2014;RSE;x 6;75 cl
3086;211003;IGP CEVENNES CHARDONNAY JARDIN DES IRIS;2014;BLC;x 6;75 cl
3088;211010;IGP OC MERLOT JARDIN DES IRIS;2014;RGE;x 1;B03L
3089;211011;IGP OC SYRAH JARDIN DES IRIS;2014;RSE;x 1;B03L
3090;211012;IGP OC CHARONNAY JARDIN DES IRIS;2014;BLC;x 1;B03L
3092;211001;IGP CEVENNES MERLOT SYRAH JARDIN DES IRIS;2014;RGE;x 6;75 cl
3093;002032;IGP D'OC CABERNET SAUVIGNON;2012;RGE;x 6;75 cl
3094;002033;AOP COSTIERES DE NIMES;0;RGE;x 1;B03L
3095;002034;AOP COSTIERES DE NIMES;0;RSE;x 1;B03L
3096;002035;AOP COSTIERES DE NIMES;0;BLC;x 1;B03L
3097;CDV035002;AC ST NICOLAS DE BOURGUEIL;2012;RGE;x 12;37.5 cl
3098;CDV173012;MUSCAT;2012;BLC;x 6;75 cl
3099;036011;IGP ST GUILHEM LE DESERT;0;RGE;x 1;B05L
3100;CDV173013;AC RIESLING;0;BLC;x 12;37.5 cl
3102;201016;AC COTES DU RHONE MAGIE D'UNE TERRE;2014;RGE;x 12;37.5 cl
3103;184003H;AC CREMANT DE LOIRE DOMAINE GAGNEBERT;0;BLC;x 6;75 cl
3104;037003;AC CHINON;2014;RGE;x 6;75 cl
