ID;Reference;Designation;Mill;Coul;Cond;Cont;
2560;156001H;SANGRIA FIESTA  (x 4);0;RGE;x 4;B03L;
2561;159001H;AOP BANDOL DOMAINE DE LA GARENNE;2015;RSE;x 6;75 cl;
2562;159002H;AOP BANDOL DOMAINE DE LA GARENNE;2012;RGE;x 6;75 cl;
2563;160001H;AOP LIRAC DOMAINE LA COSTE DU PUY;2012;RGE;x 6;75 cl;
2566;171001H;AOP COTES DU RHONE VILLAGE GARANCE DOMAINE CABOTTE;2014;RGE;x 6;75 cl;
2567;171002H;AOP COTES DU RHONE VILLAGE YVONNE DOMAINE CABOTTE;2009;RGE;x 6;75 cl;
2569;CDH-176001;UTIEL REQUENA ARANLEON CRIANZA;2008;RGE;x 6;75 cl;
2570;CDH-176002;VALENCIA BLES CRIANZA;2011;RGE;x 6;75 cl;
2571;CDH-176003;UTIEL REQUENA ARANLEON SOLO;2007;RGE;x 6;75 cl;
2572;178001H;IGP PAYS D'OC CHARDONNAY DOMAINE DE CASTELNAU;2015;BLC;x 6;75 cl;
2573;178002H;IGP PAYS D'OC VIOGNIER DOMAINE CASTELNAU;2015;BLC;x 6;75 cl;
2574;178003H;IGP PAYS D'OC SYRAH DOMAINE CASTELNAU;2015;RGE;x 6;75 cl;
2575;178005H;IGP PAYS D'OC ROSE OSE DOMAINE CASTELNAU;2014;RSE;x 6;75 cl;
2576;CDH-179001;IGP GRENAT DOMAINE L'AIGUELIERE;2010;RGE;x 6;75 cl;
2577;180001H;AOP MEDOC B DE LA BRANNE;2015;RGE;x 6;75 cl;
2579;CDH-181001;AOP PAUILLAC CHATEAU BELLEGRAVE;2007;RGE;x 6;75 cl;
2580;CDH-181005;AOP PAUILLAC CHATEAU BELLEGRAVE;2008;RGE;x 6;75 cl;
2581;CDH-181010;AOP PAUILLAC CHATEAU BELLEGRAVE;2009;RGE;x 6;75 cl;
2582;CDH-181500;AOP ST JULIEN CHATEAU DU GLANA;2007;RGE;x 6;75 cl;
2583;CDH-181505;AOP ST JULIEN CHATEAU DU GLANA;2009;RGE;x 6;75 cl;
2584;CDH-556001;PORTO TAWNY 19deg QUINTA SANTA EUFEMIA;1990;RGE;x 6;75 cl;
2585;CDH-556002;PORTO FINE RUBY QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl;
2586;CDH-556003;PORTO FINEST RESERVE QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl;
2587;CDH-556004;PORTO TWANY 10 ANS D'AGE QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl;
2588;CDH-556005;PORTO TAWNY 20 ANS D'AGE QUINTA SANTA EUFEMIA;0;RGE;x 6;75 cl;
2589;CDH-556006;PORTO FINE WHITE 19deg QUINTA SANTA EUFEMIA;0;BLC;x 6;75 cl;
2590;600001H;AOP FAUGERES CHATEAU HAUT LIGNIERES;0;RGE;x 1;B05L;
2591;025029;AOP VIRE CLESSE VINS DES PERSONNETS;2013;BLC;x 6;75 cl;
2592;025014;AOP MACON VERGER DES FEUILLANTS;2010;RGE;x 12 CB;37.5 cl;
2593;601001H;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;2015;BLC;x 6;75 cl;
2594;601002H;Colombard Sauvignon IGP COTES DE GASCOGNE;2012;BLC;x 6;75 cl;
2595;601003H;Gros Manseng IGP COTES DE GASCOGNE;2014;BLC;x 6;75 cl;
2596;601004H;Petit Manseng IGP COTES DE GASCOGNE;2011;BLC;x 6;75 cl;
2598;601010H;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;0;BLC;x 1;B10L;
2599;601011H;IGP COTES DE GASCOGNE COMTE DE GASCOGNE;0;BLC;x 1;B05L;
2602;998001/400H;POCHE 5L METALISEE (x400);0;;400;Poche 5L;
2603;998005/300H;POCHE 10L METALISEE;0;;300;Poche 10L;
2604;082001H;HOBIBAG ROUGE 10L;0;RGE;10;Hobibag 10L;
2605;082002H;HOBIBAG ROSE 10L (x100);0;RSE;10;Hobibag 10L;
2606;082003H;HOBIBAG BLC 10L;0;BLC;10;Hobibag 10L;
2607;082005H;HOBIBAG ROUGE 5L (conditionnement x80);0;RGE;80;Hobibag 5L;
2608;082006H;HOBIBAG ROSE 5L  (conditionnement x70);0;RSE;80;Hobibag 5L;
2609;082007H;HOBIBAG BLANC 5L;0;BLC;80;Hobibag 5L;
2610;995001H;CAISSE BOIS 12 BOUTEILLES;0;;x 1 CB;75 cl;
2611;995002H;CAISSE BOIS 1 MAGNUM;0;;x 1;75 cl;
2612;995003H;CAISSE BOIS 2 BOUTEILLES;0;;x 1;75 cl;
2613;995004H;CAISSE BOIS 6 BOUTEILLES (2x3);0;;x 1;75 cl;
2614;995007H;CAISSE BOIS 3 BOUTEILLES;0;;x 1;75 cl;
2615;995008H;CAISSE BOIS 1 BOUTEILLE;0;;x 1;75 cl;
2616;995009H;CAISSE BOIS 6 BOUTEILLES COUCHEES (1x6);0;;x 1;75 cl;
2618;158001H;AOP POUILLY FUME DOMAINE BARDIN;2013;BLC;x 6;75 cl;
2624;CDH-008002;IGP GASCOGNE Colom/Sauvignon DOMAINE MAUBET;2010;BLC;x 6;75 cl;
2625;CDH-008001;IGP GASCOGNE DOMAINE MAUBET;2010;BLC;x 6;75 cl;
2626;CDH-008009;IGP GASCOGNE LOU CAMPGNO DOMAINE MAUBET;2011;RGE;x 6;75 cl;
2627;CDH-008020;IGP COTES DE GASCOGNE DOMAINE MAUBET;2010;BLC;x 1;B10L;
2628;CDV050010;AOP FAUGERES CARMINA BUTIS CHATEAU HAUT LIGNIERES;2009;RGE;x 6;75 cl;
2629;CDH-172001;AOP COTES DU RHONE VILLAGE PLAN DE DIEU CUVEE JOHAN;2006;RGE;x 6;75 cl;
2634;162002;AOP CABARDES JOUCLARY CUVEE AMANDIERS;2014;RGE;x 6;75 cl;
2635;CDH-138003;AOP COTES DU VENTOUX L'ESTAGNOL;1990;RSE;x 1;B10L;
2636;127002H;AOP SAINT JOSPEH;2010;RGE;x 12 CB;37.5 cl;
2637;157003;AOP MUSCADET DE SEVRES ET MAINE SUR LIE;0;BLC;x 1;B10L;
2641;CDV163004;AOP HERMITAGE BLANC Les Dionnieres;2011;BLC;x 6;75 cl;
2643;CDH008001;IGP COTES DE GASCOGNE;0;BLC;x 6;75 cl;
2644;074001/08;SIGNATURE AOP GIGONDAS;2009;RGE;x 6;75 cl;
2645;074018;LE BRUT DE FOUDRE AOP GIGONDAS;2007;RGE;x 6;75 cl;
2646;CDH-001008;CHAMPAGNE PANNIER VINTAGE 2004;2004;BLC;x 6;75 cl;
2650;026025;AOP BEAUJOLAIS CUVEE TRADITION;2014;RGE;x 6;75 cl;
2652;026027;AOP BEAUJOLAIS SIGNE VIGNERONS;2013;RGE;x 1;B05L;
2653;026028;AOP BEAUJOLAIS SIGNE VIGNERONS;2013;RGE;x 1;B10L;
2654;026029;AOP BEAUJOLAIS VILLAGES;2013;RGE;x 1;B05L;
2655;026030;AOP BEAUJOLAIS BULLY QUINCIE;2012;RGE;x 1;B10L;
2656;026031;AOP COTEAUX DU LYONNAIS;2012;RGE;x 6;75 cl;
2657;026032;AOP COTEAUX DU LYONNAIS;2012;BLC;x 6;75 cl;
2659;107003H;AOP MARGAUX CHATEAU DEYREM VALENTIN;2010;RGE;x 6;150 cl;
2661;CDV115007;AOP VACQUEYRAS;2012;BLC;x 6;75 cl;
2664;075010/09;AOP MEDOC CHATEAU DES CABANS;2009;RGE;x 6;75 cl;
2665;CDV084032;AOP CORBIERES;2010;RGE;x 6;150 cl;
2666;096003;AOP MEDOC CHATEAU LOUDENNE;2007;RGE;x 6;75 cl;1
2667;096004;AOP MEDOC CHATEAU LOUDENNE;2008;RGE;x 6 CB;75 cl;
2670;CDV173006;AOP GEWURZTRAMINER VENDANGES TARDIVES;2008;BLC;x 6;50 cl;
2671;CDV173007;AOP PINOT BLANC;2011;BLC;x 6;75 cl;
2672;CDH127002;AOP SAINT JOSEPH;2010;RGE;x 12 CB;37.5 cl;
2674;CDV173008;AOP ALSACE ALTENBERG DE BERGHEIM;2007;BLC;x 6;75 cl;
2675;040019;COFFRET 2 BOUTEILLES;0;;x 1;75 cl;
2676;040020;COFFRET 3 BOUTEILLES;0;;x 1;75 cl;
2677;CDV040019;COFFRET 2 BOUTEILLES CHATEAU DE LA GRAVE;0;;x 1;75 cl;
2680;095003;AOP BOURGOGNE ALIGOTE;2014;BLC;x 12 CB;37.5 cl;
2681;995011H;CAISSES BOIS 4 BOUTEILLES;0;;x 1;75 cl;
2683;CDV153006;AOP CHABLIS GRAINS DORES;2008;RGE;x 6;75 cl;
2684;CDH181501;AOP SAINT-JULIEN CHATEAU DU GLANA;2008;RGE;x 6;75 cl;
2686;084032;AOP CORBIERES CASTELMAURE;2014;RGE;x 6;150 cl;
2687;CDH-127002;AOP SAINT JOSEPH  LES ROTISSES;2010;RGE;x 12;37.5 cl;
2688;010018;AOP VOUVRAY METHODE TRADITIONNELLE BRUT;0;BLC;x 6;75 cl;
2690;025038;IGP D'OC PINOT CLOSERIE DES LYS;2013;RGE;x 6;75 cl;
2691;074026;AOP VACQUEYRAS FRUITE;2008;RGE;x 1;150 cl;
2692;074027;AOP GIGONDAS CORSE;2004;RGE;x 1;150 cl;
2693;074028;AOP VACQUEYRAS ATELIER;2010;RGE;x 6;75 cl;
2694;CDV110603;AOP BERGERAC MOELLEUX;2011;BLC;x 12 CB;37.5 cl;
2695;125003H;AOP SAUTERNES CHATEAU CRABITAN;2010;BLC;x 12 CB;37.5 cl;
2696;CDV048005;AOP PUISSEGUIN ST EMILION CHATEAU GUIBEAU;2005;RGE;x 6;75 cl;
2698;051105;AOP ST EMILION GRAND CRU CLOS TRIMOULET;2009;RGE;x 6;150 cl;
2699;051106;AOP MONTAGNE ST EMILION CHATEAU CHEVALIER ST GEORGES;2009;RGE;x 6;75 cl;
2701;CDV084010;L'ESPRIT DU VENT à perpete AOP CORBIERES;0;RGE;x 6;75 cl;
2702;040007;AOP COTES DE BOURG G DE LA GRAVE;2014;RGE;x 1;B05L;
2703;040008;AC COTES DE BOURG G DE LA GRAVE;2014;RGE;x 1;B10L;
2708;CDH-001006;CHAMPAGNE BLANC DE BLANC VINTAGE;2005;BLC;x 6;75 cl;
2709;096006/09;AOP GRAVES CHATEAU DE L'HOSPITAL;2009;RGE;x 6;75 cl;
2712;CDH-805007;AOP MARSANNAY DOMAINE HUGUENOT;2012;RGE;x 6;75 cl;
2713;CDH-805005;AOP MARSANNAY DOMAINE HUGUENOT;2013;BLC;x 6;75 cl;
2714;CDV163002;AOP CROZES HERMITAGE;2011;RGE;x 6;75 cl;
2715;CDV163005;AOP CROZES HERMITAGE Les Pontaix;2011;RGE;x 6;150 cl;
2716;CDH073106;AOP SAINT JULIEN CHATEAU LAGRANGE;2009;RGE;x 12 CB;75 cl;
2717;CDV040020;COFFRET 3 BOUTEILLES CHATEAU DE LA GRAVE;0;RGE;x 1;75 cl;
2718;CDH-805001;AOP GEVREY CHAMBERTIN DOMAINE HUGUENOT;0;RGE;x 3;150 cl;
2719;CDH-990418;ETUI 1 MAGNUM KRAFT NATUREL;0;;x 1;150 cl;
2720;CDV124010;AOP MONTAGNE ST EMILION CHATEAU BECHEREAU;2001;RGE;x 4;150 cl;1
2721;CDH-561005;AC SAINT JULIEN CHATEAU LAGRANGE;2009;RGE;x 12 CB;75 cl;
2722;CDV151001;AOP COTEAUX VAROIS;2009;RGE;x 6;75 cl;
2723;CDV095016;AOP CHABLIS;2011;BLC;x 24;37.5 cl;
2725;CDV163006;AOP HERMITAGE ROUGE Les Dionnieres;2012;RGE;x 6;75 cl;
2726;603001H;AOP ST CHINIAN LE COTEAU DES GRIOTTES;0;RGE;x 1;B10L;
2727;603002H;AOP ST CHINIAN LE COTEAU DES GRIOTTES;2012;RGE;x 1;B05L;
2729;118302;ARMAGNAC NAPOLEON ARIANE en etui;0;;x 1;70 cl;
2731;CDH-001015;CHAMPAGNE BLANC DE BLANC;0;BLC;x 6;75 cl;
2732;CDH-001016;CHAMPAGNE BLANC DE NOIR;0;BLC;x 6;75 cl;
2733;CDH-052101;AOP ST JULIEN SARGET DE GRUAUD LAROSE;2009;RGE;x 6;75 cl;
2736;182001H;AOP ST ESTEPHE CHATEAU SEGUR DE CABANAC;2012;RGE;x 6;75 cl;
2738;CDH-073012;AOP POMEROL CHATEAU BEAU SOLEIL;2011;RGE;x 1;150 cl;
2739;603003H;AOP SAINT CHINIAN COTEAU DES GRIOTTES;2014;RGE;x 6;75 cl;
2741;CDH-800002;AOP AUXEY DURESSES ROUGE;2009;RGE;x 6;75 cl;
2742;CDH-165001;AOP ANJOU ROUGE DOMAINE DU PETIT CLOCHER;2011;RGE;x 6;75 cl;
2743;603004H;AOP SAINT CHINIAN CHATEAU DES ALBIERES;2009;RGE;x 6;75 cl;
2744;CDH-995008;CAISSE BOIS 1 BOUTEILLE;0;;x 1;75 cl;
2745;002026;IGP GARD GRES D'OR;2014;RGE;x 6;150 cl;
2746;CDH-801003;AOP HAUTES COTES DE BEAUNE;2013;RGE;x 6;75 cl;
2748;CDH-801001;AOP HAUTES COTES DE BEAUNE;2013;BLC;x 6;75 cl;
2749;119004;AOP MINERVOIS;0;RGE;x 1;B05L;
2752;CDV134002;AOP COTES DU RHONE DOMAINE GALEVAN;0;RGE;x 1;B05L;
2753;CDV002026;AOP COSTIERES DE NIMES LES COMBRES MEZIERES;0;RGE;x 6;150 cl;
2754;CDH-185001;AOP POMEROL CRU BOURGEOIS CLOS PLINCE;0;RGE;x 6;75 cl;
2755;074001/01;AOP GIGONDAS SIGNATURE;2001;RGE;x 6;75 cl;
2756;074029;VDN MUSCAT BEAUME DE VENISE;2014;BLC;x 6;75 cl;
2759;184001H;AOP CABERNET D'ANJOU DOMAINE GAGNEBERT;2012;RSE;x 1;B10L;
2760;184002H;AOP CABERNET D'ANJOU  DOMAINE GAGNEBERT;2012;RSE;x 1;B05L;
2761;185001H;AOP CABERNET D'ANJOU  DOMAINE DE LA MOTTE;2015;RSE;x 6;75 cl;
2762;185002H;AOP ANJOU DOMAINE DE LA MOTTE;2012;RGE;x 6;75 cl;
2763;185003H;AOP ROSE DE LOIRE DOMAINE DE LA MOTTE;2014;RSE;x 6;75 cl;
2764;185004H;AOP COTEAUX DU LAYON DOMAINE DE LA MOTTE;2014;BLC;x 6;75 cl;
2765;178004H;IGP PINOT NOIR DOMAINE CASTELNAU;2015;RGE;x 6;75 cl;
2766;CDV026033;AOP COTEAUX DU LYONNAIS CENPOTE;0;RGE;x 6;75 cl;
2767;178006H;IGP PAYS D'OC CHARDONNAY (CAPSULE A VIS);2012;BLC;x 6;75 cl;
2769;CDH-154002;AOP MERCUREY 1er CRU;2013;RGE;x 6;75 cl;
2770;151001H;AOP COTEAUX VAROIS EN PROVENCE;2009;RGE;x 6;75 cl;
2771;151002H;AOP COTEAUX VAROIS EN PROVENCE;2014;RSE;x 6;75 cl;
2772;151003H;AOP COTEAUX VAROIS EN PROVENCE;2013;BLC;x 6;75 cl;
2773;CDV163010;AOP CROZES HERMITAGE Clos les Cornirets;2010;RGE;x 6;75 cl;
2774;CDV163009;AOP CROZES HERMITAGE Les Pontaix;2011;RGE;x 6;37.5 cl;
2775;CDV163008;AOP CROZES HERMITAGE Les Pontaix;2011;RGE;x 6;75 cl;
2776;CDV163007;AOP CROZES HERMITAGE Les Pontaix;2011;BLC;x 12 CB;37.5 cl;
2782;002027;IGP PAYS D'OC GRIS DES LAUNES CAVE GALLICIAN;2015;RSE;x 6;75 cl;
2783;007011;AOP PINOT NOIR;2011;RGE;x 12;37.5 cl;
2784;187001H;VDP DES CEVENNES;0;RGE;x 1;B05L;
2785;CDV002008;VDT. C GALLICIAN;0;RGE;x 1;B20L;
2786;CDV040006;AOP COTES DE BOURG;2010;RGE;x 6;75 cl;1
2787;CDV116001;AOP CHINON;2011;RGE;x 6;75 cl;
2788;029002;IGP PAYS D'OC VIOGNIER DOMAINE DE BELLE-MARE;2012;BLC;x 6;75 cl;
2790;142004H;IGP PINOT NOIR CLOS DES CHAUMES;2015;RGE;x 6;75 cl;
2791;142005H;AOP FIEFS VENDEENS CUVEE JADIS CLOS DES CHAUMES;2012;RGE;x 6;75 cl;
2792;CDV002009;VIN DE FRANCE CAVE GALLICIAN;0;RSE;x 1;B20L;
2794;CDV173009;AOP ALSACE GRASBERG;2011;BLC;x 6;75 cl;
2795;CDV173010;AOP ALSACE MANDELBERG;2010;BLC;x 6;75 cl;
2796;CDV173011;AOP ALSACE GOLDESH;2012;BLC;x 6;75 cl;
2799;CDV007011;AOP ALSACE PINOT NOIR;2011;RGE;x 12;37.5 cl;
2800;139002H;AOP FITOU MAYNADIER CUVEE ANCETRE;2013;RGE;x 6;75 cl;
2802;188001H;AOP TAVEL ROSE DOMAINE CORNE-LOUP;2014;RSE;x 6;75 cl;
2803;CDH-800001;AOP AUXEY DURESSES;2011;BLC;x 6;75 cl;
2804;002028;VIN DE FRANCE CAVE GALLICIAN;2012;BLC;x 1;B20L;
2806;CDV050001;AOP FAUGERES LE PREMIER;2011;RGE;x 6;75 cl;
2811;CDH-188001;AOP TAVEL DOMAINE CORNE-LOUP;2014;RSE;x 6;75 cl;
2813;CDH-185003;AOP ROSE DE LOIRE;2012;RSE;x 6;75 cl;
2814;095008;AOP PETIT CHABLIS;2014;BLC;x 12;37.5 cl;
2816;CDV050004;AOP FAUGERES HAUT-LIGNIERES;2012;RSE;x 12;37.5 cl;
2820;CDH-145001;AOP MEDOC LES GRANDS CEDRES;2008;RGE;x 6;75 cl;
2822;178007H;IGP CINSAULT ROSE OSE LE ROSE;2013;RSE;x 6;150 cl;
2823;CDH-995007;CAISSES BOIS 3 BOUTEILLES;0;;x 1;75 cl;
2824;CDV157001;AOP MUSCADET DOMAINE DE LA FOLIETTE;2012;BLC;x 6;75 cl;
2825;CDH-801004;AOP HAUTES COTES DE BEAUNE VIEILLES VIGNES;2013;RGE;x 6;75 cl;
2826;CDH-181501;AOP SAINT JULIEN CHATEAU DU GLANA;2008;RGE;x 6;75 cl;
2828;CDH-142002;AOP FIEFS VENDEENS MAREUIL ROSE;2012;RSE;x 6;75 cl;
2829;CDH-142001;AOP FIEFS VENDEENS MAREUIL ROUGE;2012;RGE;x 6;75 cl;
2831;CDH-181502;AOP SAINT JULIEN CHATEAU DU GLANA 2010;2010;RGE;x 6;75 cl;
2832;CDV084033;AOP CORBIERES NI DIEU NI MAITRE;2012;RGE;x 6;75 cl;
2833;CDV084034;AOP CORBIERES NI DIEU NI MAITRE;2012;RGE;x 6;150 cl;
2834;CDV084035;AOP CORBIERES MILLESIME DU SIECLE;2012;RGE;x 6;75 cl;
2835;CDV084036;AOP CORBIERES MILLESIME DU SIECLE;2012;RGE;x 6;150 cl;
2836;CDH185003;AOP ROSE DE LOIRE DOMAINE DE LA MOTTE;2012;RSE;x 6;75 cl;
2837;CDV002028;VIN DE FRANCE GALLICIAN;2012;BLC;x 1;B20L;
2838;CDV110501;AOP BERGERAC;0;RGE;x 1;B05L;
2839;CDV026011;AOP COTES DU FOREZ;2011;RGE;x 6;75 cl;
2840;CDH-127001;AOP SAINT JOSEPH DOMAINE MARTHOURET;2010;RGE;x 6;75 cl;
2841;CDV119005;IGP D'OC TERSANDE;2011;RGE;x 6;75 cl;
2842;CDH-167001;IGP D'OC BIOCRESSAN;0;RGE;x 1;B05L;
2845;084035;AOP CORBIERES MILLESIME DU SIECLE;2012;RGE;x 6;75 cl;
2847;002103;IGP GARD GRES D'OR;0;RGE;x 6;LITRE;
2850;990005H;POCHE 5L METALLISEE ROBINET VITOP 500 unites/cart;0;;400;Poche 5L;
2851;990010H;POCHE 10L METALISSEE ROB VITOP (300 unites/carton);0;;300;Poche 10L;
2852;CDH-805010;AOP MARSANNAY ROSE HUGUENOT;2012;RSE;x 6;75 cl;
2853;127008H;IGP MARSANNE DOMAINE MARTHOURET;2015;BLC;x 6;75 cl;
2857;CDH-991001;FUT BOIS;0;;x 1;B10L;
2858;CDH-805002;AOP FIXIN DOMAINE HUGUENOT;2013;RGE;x 6;75 cl;
2859;CDH-800003;AOP SAINT ROMAIN DOMAINE BUISSON;0;BLC;x 6;75 cl;
2861;CDV163001;AOP CROZES HERMITAGE SENS;2012;BLC;x 6;75 cl;
2862;CDH-096006;AOP GRAVES CHATEAU DE L'HOSPITAL;2010;RGE;x 6;75 cl;
2863;CDH-995009;CAISSE BOIS 6 BOUTEILLES 1x6;0;;x 1;75 cl;
2866;CDH193001;AOP CHEVERNY ROUGE;2011;RGE;x 6;75 cl;
2867;CDH-193001;AOP CHEVERNY DOMAINE DE MONTCY;2011;RGE;x 6;75 cl;
2868;CDH-193002;AOP CHEVERNY DOMAINE DE MONTCY;2012;BLC;x 6;75 cl;
2869;CDH-062003;AOP GRAVES CARBON D'ARTIGUES ROUGE;2008;RGE;x 6;75 cl;1
2870;182002H;AOP ST JULIEN CRU BOURGEOIS CHATEAU MOULIN DE LA ROSE;2013;RGE;x 6;75 cl;
2871;194001H;AOP LISTRAC-MEDOC CLOS DES DEMOISELLES;2010;RGE;x 6;75 cl;
2872;CDH-194001;AOP LISTRAC MEDOC CLOS DES DEMOISELLES;2009;RGE;x 6;75 cl;
2876;CDH-191001;AOP VIN DE SAVOIE APREMONT;2013;BLC;x 6;75 cl;
2877;CDH-191002;AOP VIN DE SAVOIE SOUS LES CEDRES CHIGNIN BERGERON;2013;BLC;x 6;75 cl;
2878;CDH-191003;AOP VIN DE SAVOIE GAMAY;2012;RGE;x 6;75 cl;
2879;CDH-191004;AOP VIN DE SAVOIE MONDEUSE;2013;RGE;x 6;75 cl;
2880;CDH-195001;AOP CAHORS CHATEAU LAMARTINE;2011;RGE;x 6;75 cl;
2881;CDH-195002;AOP GAILLAC DOMAINE DES TERRISSES;2011;RGE;x 6;75 cl;
2882;CDH-195003;AOP JURANCON SEC CLOS LAPEYRE BIO;2012;BLC;x 6;75 cl;
2883;CDH-195004;AOP JURANCON MOELLEUX CLOS LAPEYRE BIO;2012;BLC;x 6;75 cl;
2884;CDH-195005;AOP MADIRAN DOMAINE BERTHOUMIEU;2010;RGE;x 6;75 cl;
2885;CDH-195006;AOP PACHERENC DOUX CHARLES DE BATZ;2012;BLC;x 6;75 cl;
2887;041013;AOP SAINT ESTEPHE LES HAUTS DE PEZ;2011;RGE;x 6;75 cl;
2888;CDH-191005;AOP VIN DE SAVOIE LES ABYMES;2013;BLC;x 6;75 cl;
2889;075013;AOP MEDOC CRU BOURGEOIS CHATEAU DES CABANS;2013;RGE;x 6;75 cl;1
2890;CDH-194002;AOP MOULIS EN MEDOC CHATEAU CHEMIN ROYAL;2009;RGE;x 6;75 cl;1
2891;198001H;MARQUISE DES LYS BLANC DE BLANC;0;BLC;x 6;75 cl;
2892;096010H;AOP GRAVES CHATEAU DE L'HOSPITAL;2011;RGE;x 6;75 cl;1
2893;CDH-181011;AOP PAUILLAC CHATEAU BELLEGRAVE;2011;RGE;x 6;75 cl;
2894;CDH-181012;AOP PAUILLAC CHATEAU BELLEGRAVE;2011;RGE;x 6;150 cl;
2895;CDH-181506;AOP SAINT JULIEN CHATEAU DU GLANA;2011;RGE;x 6;75 cl;
2896;CDH-181507;AOP SAINT JULIEN CHATEAU DU GLANA;2011;RGE;x 6;150 cl;
2897;197001H;AOP RASTEAU DOMAINE DE LA COLLIERE;2014;RGE;x 6;75 cl;
2899;CDH-164005;AOP ST EMILION GRAND CHATEAU JUCALIS;2005;RGE;x 6;75 cl;
2900;CDH-561001;AOP HAUT-MEDOC DEMOISELLE DE SOCIANDO MALLET;2009;RGE;x 6;75 cl;
2901;CDH-192001;VIN DE FRANCE LES FILLES DE LA GUINGUETTE MARQUISE;2013;RGE;x 6;75 cl;
2902;CDH-192002;AOP SAINT CHINIAN METISSE MARQUISE DES MURES;2010;RGE;x 6;75 cl;
2903;CDH-192003;AOP SAINT CHINIAN LES SAGNES MARQUISE DES MURES;2008;RGE;x 6;75 cl;
2904;CDV039034;AOP RIVESALTES AMBRE;0;RGE;x 1;B05L;
2909;025039;BIB 10L IGP OC;0;RGE;x 1;B10L;
2910;025040;IGP HAUTE VALLEE DE L'AUDE;0;BLC;x 1;B10L;
2912;CDH-196002;VINO DE BARRIOBERO NUESTRAS;2012;RGE;x 6;75 cl;
2913;801001H;AOP HAUTES COTES DE BEAUNE;2014;BLC;x 6;75 cl;
2915;107004H;AOP MARGAUX DEYREM VALENTIN;2010;RGE;x 6;75 cl;
2917;CDH-805003;AOP GEVREY CHAMBERTIN LES CRAIS;2012;RGE;x 6;75 cl;
2918;CDH-561002;AOP HAUT-MEDOC SOCIANDO MALLET;2009;RGE;x 6;75 cl;
2919;CDH-073109;AOP ST ESTEPHE DAME DE MONTROSE;2009;RGE;x 12 CB;75 cl;
2920;191001H;AOP VIN DE SAVOIE APPREMONT;2014;BLC;x 6;75 cl;
2921;191004H;AOP VIN DE SAVOIE MONDEUSE;2016;RGE;x 6;75 cl;
2922;801003H;AOP HAUTES COTES DE BEAUNE;2014;RGE;x 6;75 cl;
2924;CDV114001;AOP TOURAINE DOMAINE LA CHAISE;2013;BLC;x 6;75 cl;
2925;CDH-199001;AOP COTEAUX DU LANGUEDOC LA CHAPELLE DE BEBIAN;2010;RGE;x 6;75 cl;
2926;CDH-199002;AOP COTEAUX DU LANGUEDOC PRIEURE ST JEAN DE BEBIAN;2010;RGE;x 6;75 cl;
2927;127011H;AOP CONDRIEU LAURENT MARTHOURET;2014;BLC;x 6;75 cl;
2933;194002H;AOP MOULIS EN MEDOC CHATEAU CHEMIN ROYAL;2011;RGE;x 6;75 cl;1
2935;CDH-073010;CHATEAU TALBOT ST JULIEN 4 CRU CLASSE;2009;RGE;x 12 CB;75 cl;
2936;CDH-052102;AOP ST JULIEN CHATEAU GRUAUD LAROSE;2009;RGE;x 12 CB;75 cl;
2937;CDH-073101;AOP MARGAUX RAUZAN SEGLA;2009;RGE;x 6;75 cl;
2938;CDH-995003;CAISSE BOIS 2 BOUTEILLES;0;;x 1;75 cl;
2939;CDV153003;AOP CHABLIS DOMAINE GARNIER;2013;BLC;x 6;75 cl;
2940;201001;IGP VAUCLUSE D'ORANGE CAVE LES COTEAUX DU RHONE;2013;RGE;x 1;B05L;
2941;201002;IGP VAUCLUSE D'ORANGE CAVE LES COTEAUX DU RHONE;0;RGE;x 1;B10L;
2942;201003;IGP MEDITERRANEE LES COTEAUX DU RHONE;0;RSE;x 1;B05L;
2943;201004;IGP MEDITERRANEE LES COTEAUX DU RHONE;0;RSE;x 1;B10L;
2945;201006;AOP COTES DU RHONE MAGIE D'UNE TERRE;2015;RGE;x 6;75 cl;
2946;201007;AOP VACQUEYRAS DOMAINE GRANDY;2014;RGE;x 6;75 cl;
2947;201008;AOP COTES DU RHONE PATRICE NICOLAS;2015;RGE;x 6;75 cl;
2949;202001;IGP VAUCLUSE LEA;2014;RGE;x 6;75 cl;
2950;202002;IGP VAUCLUSE LEA;2015;RSE;x 6;75 cl;
2951;202003;IGP VAUCLUSE LEA;2015;BLC;x 6;75 cl;
2952;202004;AOP LUBERON FIEF;2014;RGE;x 6;75 cl;
2953;202005;AOP LUBERON FIEF;2014;RSE;x 6;75 cl;
2954;202006;AOP LUBERON FIEF;2014;BLC;x 6;75 cl;
2955;201010;AOP COTES DU RHONE;0;RGE;x 1;B10L;
2956;201011;AOP COTES DU RHONE;0;RGE;x 1;B05L;
2957;201012;AOP CDR VILLAGES PLAN DE DIEU PANICAUT;2013;RGE;x 6;75 cl;
2958;201013;AOP CDR VILLAGES CAIRANNE LA BOSQUETTE;2013;RGE;x 6;75 cl;
2959;201014;AOP COTES DU RHONE VILLAGES JASOUN;2014;RGE;x 6;75 cl;
